imob,codigo,bairro,aluguel,condominio,area,quartos,banheiros,vaga_garagem,descricao,total,preco_m2,dist_unicamp
B,f35ab38d7e2c5a4b5e0a009ccc32d452,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,Imóvel novo 1 locação próximo à Unicamp e também com entrada pela Av Libertino Pizani 177. Conta com sala  e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira lavanderia dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto. O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,1000.0,,1.3854276880650611
B,c42857333ce48605664427a5dbb10ad3,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel muito bem localizado. Conta com sala e cozinha conjugados sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, banheiro com gabinete e box blindex, interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R$ 59,90 // 15MB - R$ 79,90 ou 20MB - R$ 99,90. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PRÉVIA,  AVISO PELA EMPRESA RESPONSÁVEL.",1000.0,,1.3854276880650611
B,0bec22f95dda4bc6548e30e004f81d89,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel muito bem localizado! Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto).  O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL.",1000.0,,1.3854276880650611
B,475644c10a484e1b4248c595e8b15d78,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel muito bem localizado! Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto).  O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  *** VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL.***",1000.0,,1.3854276880650611
B,941707c7ec03960821a488b2754bd59a,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,Imóvel muito bem localizado Conta com sala  e cozinha conjugados sendo a cozinha já mobiliada com gabinete balcão fogão e geladeira lavanderia dormitório com armário mesa para estudos e ar condicionado e o banheiro com gabinete e box blindex além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa o consumo de gás faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h sem acesso remoto.  O imóvel oferece também o ponto para internet onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades 10MB - R 5990 // 15MB - 7990 ou 20MB - R 9990. A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO SEM PREVIO AVISO PELA EMPRESA RESPONSÁVEL.,1000.0,,1.3854276880650611
B,39b7f0923fd82bb666ecc1a168848a28,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel próximo à Unicamp e também com entrada pela Av Libertino Pizani, 177. Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto). O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades",1000.0,,1.3854276880650611
B,8a4aa098922c72013ace92f92de73cc9,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,"Imóvel novo, 1º locação, em frente à portaria principal da Unicamp. Conta com sala  e cozinha conjugados, sendo a cozinha já mobiliada com gabinete, balcão, fogão e geladeira, lavanderia, dormitório com armário, mesa para estudos e ar condicionado, e o banheiro com gabinete e box blindex, além de interfone individual. No aluguel está incluso o consumo de água até 2.500L por pessoa, o consumo de gás, faxina quinzenal e consumo de energia da área comum e conta também com câmeras de monitoramento 24h (sem acesso remoto). O imóvel oferece também o ponto para internet, onde todo o cabeamento já está pronto. Ficando de responsabilidade do locatário a compra do roteador e pagamento do plano que melhor atenderá suas necessidades (10MB - R$ 59,90 // 15MB - 79,90 ou 20MB - R$ 99,90). A solicitação desses planos será também de responsabilidade do locatário e feito junto a empresa Net Vision, que permanecerão sempre à disposição diante de qualquer dúvida e/ou problema.  *** VALORES REFERENTE À INTERNET SUJEITOS A ALTERÇÃO, SEM PREVIO AVISO, PELA EMPRESA RESPONSÁVEL.***",1000.0,,1.3854276880650611
B,568d1b833c4816a90df87ba89831f0ef,JD. Paulista,900.0,0.0,,1,1,0.0,Imóvel totalmente reformado para atender especialmente as necessidades dos estudantes e isento de condomínio área de lazer com piscina e churrasqueira faxina da área comum e limpeza de piscina duas vezes por semana. É mobiliado com uma beliche geladeira microondas guarda-roupas e ventilador de teto. Está incluso no aluguel o consumo de água energia e internet.,900.0,,0.4476004851487637
B,873507a6a50bde15b658b1550f729dc1,JD. Paulista,900.0,0.0,,1,1,0.0,Imóvel totalmente reformado para atender especialmente as necessidades dos estudantes e isento de condomínio área de lazer com piscina e churrasqueira faxina da área comum e limpeza de piscina duas vezes por semana. É mobiliado com uma beliche geladeira microondas guarda-roupas e ventilador de teto. Está incluso no aluguel o consumo de água energia e internet.,900.0,,0.4476004851487637
B,d81e604fe471f170cc3cc19ee73c20dc,JD. Paulista,900.0,0.0,,1,1,0.0,Imóvel totalmente reformado para atender especialmente as necessidades dos estudantes e isento de condomínio área de lazer com piscina e churrasqueira faxina da área comum e limpeza de piscina duas vezes por semana. É mobiliado com uma beliche geladeira microondas guarda-roupas e ventilador de teto. Está incluso no aluguel o consumo de água energia e internet.,900.0,,0.4476004851487637
B,2ca1576c1451e643b68e997da302e8ef,JD. Paulista,900.0,0.0,,1,1,0.0,Imóvel totalmente reformado para atender especialmente as necessidades dos estudantes e isento de condomínio Área de lazer com piscina e churrasqueira faxina da área comum e limpeza de piscina duas vezes por semana. É mobiliado com uma beliche geladeira microondas guarda-roupas e ventilador de teto. Está incluso no aluguel o consumo de água energia e internet.,900.0,,0.4476004851487637
B,60951c21f4b10552f419d83e4b3f8b73,JD. Paulista,900.0,0.0,,1,1,0.0,"Imóvel totalmente reformado para atender especialmente as necessidades dos estudantes e isento de condomínio, área de lazer com piscina e churrasqueira faxina da área comum e limpeza de piscina duas vezes por semana. É mobiliado com uma beliche geladeira microondas guarda-roupas e ventilador de teto. Está incluso no aluguel o consumo de água energia e internet.",900.0,,0.4476004851487637
B,92185e65b34f2224e2148eca1b18dbb9,JD. Paulista,900.0,0.0,,1,1,0.0,Kitnet com 01 dormitório e 01 suíte.,900.0,,0.4476004851487637
B,d1f942def322fc204b6be20838e7d044,JD. Cidade Universitária I,850.0,0.0,,1,1,0.0,Kitnet localizada na Cidade Universitária próximo a Unicamp.,850.0,,1.3854276880650611
B,97bcff626e416e4682240b08bfe240e9,JD. Cidade Universitária I,850.0,0.0,,1,1,0.0,"Kitnet no bairro Universitário, próximo a Unicamp.",850.0,,1.3854276880650611
B,3efb8f5900d5b5dff557d6857681338a,JD. Cidade Universitária I,850.0,0.0,,1,1,0.0,Kitnet localizada na Cidade Universitária próximo a Unicamp.,850.0,,1.3854276880650611
B,c3ff9f70c3bdd79c59d6a641c3d2eabc,JD. Cidade Universitária I,850.0,0.0,,1,1,0.0,Kitnet localizada na Cidade Universitária próximo a Unicamp.,850.0,,1.3854276880650611
B,ccbc8c34f1aafff2ded08a18d8826c6f,JD. Cidade Universitária I,800.0,0.0,250.0,1,1,0.0,"Ótimo apartamento na Cidade Universitária com um dormitório com armários, banheiro social com gabinete e box de blindex, sala, cozinha com armários, geladeira, microondas, cooktop e área de serviço comum.  O locatário ficará isento do consumo de água até 10 m³ mensal e faxina semanal na área comum.",800.0,3.2,1.3854276880650611
B,decee23146cd497fccdaa119dd7f51b8,JD. Cidade Universitária I,800.0,0.0,,1,1,0.0,"Ótimo apartamento na Cidade Universitária com um dormitório com armários, banheiro social com gabinete e box, sala, cozinha com armários, geladeira, microondas, cooktop e área de serviço comum.  O locatário ficará isento do consumo de água (até 10 m³ mensal) e faxina semanal na área comum.",800.0,,1.3854276880650611
B,c18e0e8dc2d9c9e19e50d86b8903cfa7,JD. Cidade Universitária I,800.0,0.0,,1,1,0.0,Ótimo apartamento na Cidade Universitária com um dormitório com armários banheiro social com gabinete e box de blindex cozinha com armários geladeira microondas cooktop e área de serviço comum. Uma vaga de garagem.  O locatário ficará isento do consumo de água até 10 m³ mensal e faxina semanal na área comum.,800.0,,1.3854276880650611
B,4ea828c758c2c3ad996f717c4ea91ed5,JD. Cidade Universitária I,780.0,0.0,50.0,1,1,0.0,"Kitnet com cozinha e sala conjugadas, um dormitório e banheiro.",780.0,15.6,1.3854276880650611
B,907f7fdcc12a82eadaec78ffa35e4708,JD. São Paulo,780.0,0.0,50.0,1,1,0.0,"Kitnet com 01 dormitório, 01 banheiro.",780.0,15.6,
B,6cb940ae9001fba36d6b120bca0fa2c1,JD. Morro Azul,700.0,0.0,,1,1,0.0,"Quitinete com dormitório e cozinha conjugados, banheiro com box de blindex e área de serviço de uso comum. Está incluso no valor do aluguel o consumo de agua e energia.   ***O valor de R$ 700,00 será se a locação for para uma pessoa. Caso seja para duas pessoas, o valor será de R$ 800,00.***",700.0,,0.7507639025607419
B,af6492af6c80fea75bafc9c5d3464970,JD. Cidade Universitária I,700.0,0.0,,1,1,0.0,"Apto com micro-ondas geladeira e fogão elétrico, banheiro com box, cozinha com gabinete, sala e quarto conjugados, cerca elétrica, interfone, ponto para internet.",700.0,,1.3854276880650611
B,07f6384f6c2c7d702650281e7a51f958,JD. Morro Azul,700.0,0.0,,1,1,0.0,"Kitnet com área de serviço, 1 dormitório, 1 cozinha e 1 banheiro.",700.0,,0.7507639025607419
B,39a6db2728600ac4a1ef144ab6635476,JD. Morro Azul,500.0,0.0,,1,1,0.0,"Kitnet com 1 dormitório, 1 cozinha e 1 banheiro, nos fundos do imóvel.",500.0,,0.7507639025607419
A,c5a84c8eb6b4f9c7389fd32afa1e5357,JD. Cidade Universitária I,780.0,0.0,20.0,1,1,0.0,"KITNET COM CAMA, ARMÁRIOS, ESCRIVANINHA,COZINHA COM GELADEIRA, FOGÃO ELÉTRICO, MICROONDAS,ÁREA DE SERVIÇO COMUNITÁRIA.INCLUSO NO CONDOMINIO AGUA E ENERGIA.",780.0,39.0,1.3854276880650611
A,9b5801ddc55b2411554d6fb109229460,JD. Cidade Universitária I,800.0,0.0,20.0,1,1,0.0,"COZINHA COM GELADEIRA COM DISPENSER NA PORTA, MICROONDAS, FOGÃO COOKTOP, SALA COM MESA PARA ESTUDO, AR CONDICIONADO, QUARTO COM CAMA BOX, GUARDA ROUPA EMBUTIDO.GARAGEM ROTATIVA.VALOR JÁ INCLUSO O CONDOMÍNIO: ÁGUA E LIMPEZA EXTERNA.*ENERGIA A PARTE.*OJETOS DECORATIVOS NÃO FAZEM PARTE DA LOCAÇÃO.",800.0,40.0,1.3854276880650611
A,f773fe72ae9c3ae06183ea91d181347a,JD. Cidade Universitária I,800.0,80.0,20.0,1,1,0.0,"COZINHA COM GELADEIRA COM DISPENSER NA PORTA, MICROONDAS, FOGÃO COOKTOP, SALA COM MESA PARA ESTUDO, AR CONDICIONADO, QUARTO COM CAMABOX, GUARDA ROUPA EMBUTIDO.ESPAÇO DE LAZER.GARAGEM ROTATIVA.INCLUSO NO CONDOMÍNIO: ÁGUA, LIMPEZA EXTERNA E VIGILANTE NOTURNO.ENERGIA A PARTE.",880.0,44.0,1.3854276880650611
A,350e21033122ce335fd0fd5f0031179d,JD. Cidade Universitária I,800.0,0.0,20.0,1,1,1.0,"COZINHA COM GELADEIRA COM DISPENSER NA PORTA, MICROONDAS, FOGÃO COOKTOP, SALA COM MESA PARA ESTUDO, AR CONDICIONADO, QUARTO COM CAMABOX, GUARDA ROUPA EMBUTIDO..GARAGEM ROTATIVA.INCLUSO NO CONDOMÍNIO: ÁGUA E LIMPEZA EXTERNA.ENERGIA A PARTE.",800.0,40.0,1.3854276880650611
A,13a10985cb92f1112ce6894b29a575e7,Chácara Antonieta,850.0,0.0,30.0,1,1,0.0,"CAMA,  GUARDA-ROUPA, GELADEIRA, BANCADA, TANQUE, VENTILADOR DE TETO.INCLUSO NO CONDOMINIO: AGUA, ENERGIA, LIMPEZA EXTERNA, INTERNET.1 VAGA DE GARAGEM.",850.0,28.333333333333332,1.5023394363777396
A,a92a6e35acca298c33b9d2c83bde3505,Chácara Antonieta,850.0,0.0,30.0,1,1,1.0,"CAMA,  GUARDA-ROUPA, GELADEIRA, BANCADA, TANQUE, VENTILADOR DE TETO.INCLUSO NO CONDOMINIO: AGUA, ENERGIA, LIMPEZA EXTERNA, INTERNET.1 VAGA DE GARAGEM.",850.0,28.333333333333332,1.5023394363777396
A,4b4adce0a87af0846fda6bdbe38d670a,JD. Cidade Universitária I,950.0,0.0,,1,1,0.0,"KITNET CONTENDO FOGÃO, GELADEIRA, ARMÁRIO EMBUTIDO NA COZINHA E DORMITÓRIO,PAINEL NA SALA E VENTILADOR NO TETO.01 VAGA DE GARAGEM POR APARTAMENTO, PORTÃO AUTOMÁTICO, ELEVADOR E CERCA ELÉTRICA.AGUA E CONDOMÍNIO JÁ INCLUSO NO VALOR DO ALUGUEL.ENERGIA É A PARTE.",950.0,,1.3854276880650611
A,57c6964ba64836c81a7a7a782a4d0eb1,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,1 QUARTO COM ARMÁRIO E AR CONDICIONADO;1 SALA CONJUGADA;1 COZINHA CONJUGADA COM FOGÃO COOKTOP E GELADEIRA;1 BANHEIRO.AGUA E CONDOMINIO JÁ INCLUSO NO VALOR DO ALUGUEL.ENERGIA É A PARTE.*NÃO TEM VAGA DE GARAGEM.,1000.0,,1.3854276880650611
A,4cc0e019beccf19b1e1182b9e896f089,JD. Cidade Universitária I,1000.0,0.0,,1,1,0.0,1 QUARTO COM ARMÁRIO E AR CONDICIONADO;1 SALA CONJUGADA;1 COZINHA CONJUGADA COM FOGÃO COOKTOP E GELADEIRA;1 BANHEIRO.AGUA E CONDOMINIO JÁ INCLUSO NO VALOR DO ALUGUEL.ENERGIA É A PARTE.*NÃO TEM VAGA DE GARAGEM.,1000.0,,1.3854276880650611
